,first_group,second_group,third_group,fourth_group
0,0.9979030794131318,0.0020969205868680415,0.0,1.3893775685696074e-23
1,0.9976896209626591,0.002310379037340834,0.0,1.7733398229303435e-23
2,0.9974173836570485,0.002582616342951589,0.0,2.2965532650314855e-23
3,0.9970711721245947,0.0029288278754051986,0.0,3.017559452536466e-23
4,0.9966305561560493,0.0033694438439505485,0.0,4.022564596089672e-23
5,0.9960679588058803,0.003932041194119667,0.0,5.439802582495238e-23
6,0.9953459521269638,0.004654047873036235,0.0,7.461972714005387e-23
7,0.9944134145940164,0.005586585405983489,0.0,1.0381603449714869e-22
8,0.9932000463104973,0.0067999536895027215,0.0,1.464726643101186e-22
9,0.991608509545605,0.00839149045439507,0.0,2.0953656081192841e-22
10,0.9895031365393804,0.010496863460619671,0.0,3.038699674011566e-22
11,0.9866936957479705,0.013306304252029468,0.0,4.466122663144177e-22
12,0.9829121161810498,0.01708788381895018,0.0,6.650340546815747e-22
13,0.977779373282597,0.02222062671740291,0.0,1.002840227739891e-21
14,0.9707591224829031,0.029240877517096957,0.0,1.5304639985656496e-21
15,0.9610946731340038,0.038905326865996355,0.0,2.361763941322981e-21
16,0.9477278654665293,0.05227213453347065,0.0,3.680694592507542e-21
17,0.9292052315427098,0.07079476845729023,0.0,5.7826947231573874e-21
18,0.9035938330337304,0.09640616696626955,0.0,9.135680182703382e-21
19,0.8684639715051089,0.13153602849489116,0.0,1.4461894331481854e-20
20,0.8210526526328648,0.17894734736713525,0.0,2.282903341641983e-20
21,0.758780292847984,0.24121970715201602,0.0,3.571036204216312e-20
22,0.6802699611218123,0.3197300388781878,0.0,5.493150796403687e-20
23,0.5867538331501918,0.4132461668498082,0.0,8.240260272508454e-20
24,0.48317897228679885,0.5168210277132012,0.0,1.196199681804779e-19
25,0.37787807810538954,0.6221219218946105,0.0,1.6715055276289206e-19
26,0.28026091153839255,0.7197390884616075,0.0,2.2449857860583574e-19
27,0.19764384789469142,0.8023561521053086,0.0,2.9056899539078476e-19
28,0.1332772800762123,0.8667227199237878,0.0,3.64454423196611e-19
29,0.08653135630600092,0.9134686436939992,0.0,4.460412495911917e-19
30,0.05445316451699948,0.9455468354830006,0.0,5.361917560089934e-19
31,0.033397646681833,0.9666023533181669,0.0,6.366166739766049e-19
32,0.020048369534616074,0.979951630465384,0.0,7.496615518694621e-19
33,0.011814297446319932,0.98818570255368,0.0,8.781464665213248e-19
34,0.006848221475919357,0.9931517785240808,0.0,1.0252957658547266e-18
35,0.0039098524845503834,0.9960901475154497,0.0,1.1947435060605485e-18
36,0.0022004905300322536,0.9977995094699678,0.0,1.390590179569353e-18
37,0.0012214691851777809,0.9987785308148223,0.0,1.6174923889984603e-18
38,0.0006689437055337499,0.9993310562944663,0.0,1.880775416168556e-18
39,0.0003615151313766371,0.9996384848686234,0.0,2.1865648266782983e-18
40,0.00019281720137853537,0.9998071827986215,0.0,2.5419370963975577e-18
41,0.00010150324886180202,0.9998984967511381,0.0,2.9550915141592025e-18
42,5.274114241234163e-05,0.9999472588575876,0.0,3.4355470186301483e-18
43,2.705004829262422e-05,0.9999729499517073,0.0,3.994368630938548e-18
44,1.3694457381878938e-05,0.999986305542618,0.0,4.6444290142850794e-18
45,6.843633954096969e-06,0.9999931563660459,0.0,5.400711575262435e-18
46,3.375975407018434e-06,0.999996624024593,0.0,6.2806625046359066e-18
47,1.643943163524635e-06,0.9999983560568364,0.0,7.304600293904068e-18
48,7.902294074972912e-07,0.9999992097705924,0.0,8.496192601592166e-18
49,3.7497458993104204e-07,0.9999996250254101,0.0,9.883011919988295e-18
50,1.756450062545586e-07,0.9999998243549937,0.0,1.1497183350458746e-17
51,8.121904174798646e-08,0.9999999187809582,0.0,1.3376139979684351e-17
52,3.707409198083382e-08,0.999999962925908,0.0,1.5563503913072382e-17
53,1.6706138959968295e-08,0.999999983293861,0.0,1.8110114026901063e-17
54,7.431502878214027e-09,0.999999992568497,0.0,2.107522501976194e-17
