,first_group,second_group,third_group
0,0.9998661886726119,0.00013381132738805475,0.0
1,0.9998462568339713,0.00015374316602865268,0.0
2,0.9998005372585087,0.00019946274149136513,0.0
3,0.9997078001599747,0.0002921998400252011,0.0
4,0.9995166903814908,0.0004833096185091735,0.0
5,0.9990975189981546,0.000902481001845336,0.0
6,0.9980982222946764,0.0019017777053236388,0.0
7,0.9954821507027741,0.0045178492972259236,0.0
8,0.9879416003240709,0.01205839967592925,0.0
9,0.9642601528513917,0.03573984714860833,0.0
10,0.8872458090627792,0.11275419093722085,0.0
11,0.6702550445983961,0.32974495540160387,0.0
12,0.31743268311272743,0.6825673168872726,0.0
13,0.08612784471280846,0.9138721552871916,0.0
14,0.01663596991562698,0.983364030084373,0.0
15,0.002682775104859147,0.9973172248951407,0.0
16,0.000378760613943087,0.999621239386057,0.0
17,4.727923122300145e-05,0.999952720768777,0.0
18,5.22706418042529e-06,0.9999947729358196,0.0
19,5.119924456058669e-07,0.9999994880075543,0.0
20,4.443567111213338e-08,0.9999999555643289,0.0
21,3.417409368679725e-09,0.9999999965825908,0.0
22,2.329141644865173e-10,0.9999999997670859,0.0
23,1.4069175203619182e-11,0.9999999999859308,0.0
24,7.532854939436222e-13,0.9999999999992467,0.0
25,3.575343779944314e-14,0.9999999999999643,0.0
26,1.5045178642484063e-15,0.9999999999999986,0.0
27,5.613813080502374e-17,1.0,0.0
28,1.8576568824899957e-18,1.0,0.0
29,5.452462501591938e-20,1.0,0.0
30,1.4197752979724658e-21,1.0,0.0
31,3.280458103710191e-23,1.0,0.0
32,6.727199829006747e-25,1.0,0.0
33,1.2246883803404272e-26,1.0,0.0
34,1.9798164459912535e-28,1.0,0.0
35,2.842887575699003e-30,1.0,0.0
36,3.6271746745879635e-32,1.0,0.0
37,4.113404731740036e-34,1.0,0.0
38,4.1478250070780966e-36,1.0,0.0
39,3.7204775960618565e-38,1.0,0.0
40,2.9697533663253466e-40,1.0,0.0
41,2.110471163082755e-42,1.0,0.0
42,1.3359121920326213e-44,1.0,0.0
43,7.53570529927728e-47,1.0,0.0
44,3.789906835382565e-49,1.0,0.0
45,1.7002098679536763e-51,1.0,0.0
46,6.806944532910119e-54,1.0,0.0
47,2.433184463012e-56,1.0,0.0
48,7.768819035936834e-59,1.0,0.0
49,2.2164510304149628e-61,1.0,0.0
50,5.6523406674656957e-64,1.0,0.0
51,1.2887951216449663e-66,1.0,0.0
52,2.627937676519833e-69,1.0,0.0
53,4.792727611199507e-72,1.0,0.0
54,7.818409155564877e-75,1.0,0.0
55,1.1408412189804932e-77,1.0,0.0
56,1.4889509921849066e-80,1.0,0.0
57,1.7379544976141956e-83,1.0,0.0
58,1.813988536981511e-86,1.0,0.0
59,1.6927355940733885e-89,1.0,0.0
60,1.4119246138226662e-92,1.0,0.0
61,1.0524558672596333e-95,1.0,0.0
62,7.009140848392128e-99,1.0,0.0
63,4.1695763651009165e-102,1.0,0.0
64,2.215055883346665e-105,1.0,0.0
65,1.0506204800194868e-108,1.0,0.0
66,4.4481870761546985e-112,1.0,0.0
67,1.6807746029070624e-115,1.0,0.0
68,5.666887261662911e-119,1.0,0.0
69,1.7045671666845362e-122,1.0,0.0
70,4.573516643192841e-126,1.0,0.0
71,1.0944384344778446e-129,1.0,0.0
72,2.3355090277512874e-133,1.0,0.0
73,4.443965127865893e-137,1.0,0.0
74,7.538995192669211e-141,1.0,0.0
75,1.1401699138924609e-144,1.0,0.0
76,1.5371024423476138e-148,1.0,0.0
77,1.8470595346582222e-152,1.0,0.0
78,1.9782220621145697e-156,1.0,0.0
79,1.888250537262055e-160,1.0,0.0
80,1.606245028360315e-164,1.0,0.0
81,1.2176185675540472e-168,1.0,0.0
82,8.225076118225555e-173,1.0,0.0
83,4.950871741294102e-177,1.0,0.0
84,2.655352270206196e-181,1.0,0.0
85,1.2689616648599688e-185,1.0,0.0
86,5.403177869948767e-190,1.0,0.0
87,2.0498124263336688e-194,1.0,0.0
88,6.92841324106056e-199,1.0,0.0
89,2.08641087272909e-203,1.0,0.0
90,5.59763562530473e-208,1.0,0.0
91,1.3379538230681382e-212,1.0,0.0
92,2.849068242453455e-217,1.0,0.0
93,5.404851486679961e-222,1.0,0.0
94,9.134361312595104e-227,1.0,0.0
95,1.3752470684092823e-231,1.0,0.0
96,1.844532146263411e-236,1.0,0.0
97,2.2038888991616217e-241,1.0,0.0
98,2.345774527165519e-246,1.0,0.0
99,2.2241862196946477e-251,1.0,0.0
100,1.8786228173037135e-256,1.0,0.0
101,1.413470923136145e-261,1.0,0.0
102,9.4734521541935e-267,1.0,0.0
103,5.655864386884488e-272,1.0,0.0
104,3.007836556929429e-277,1.0,0.0
105,1.4248499718289651e-282,1.0,0.0
106,6.01227413523171e-288,1.0,0.0
107,2.2597383091650325e-293,1.0,0.0
108,7.565231070158171e-299,1.0,0.0
109,2.2559309016361822e-304,1.0,0.0
110,5.99188876427413e-310,1.0,0.0
111,1.417524876e-315,1.0,0.0
112,3.34e-321,1.0,0.0
113,0.0,1.0,0.0
114,0.0,1.0,0.0
115,0.0,1.0,0.0
116,0.0,1.0,0.0
117,0.0,1.0,0.0
118,0.0,1.0,0.0
119,0.0,1.0,0.0
120,0.0,1.0,0.0
121,0.0,1.0,0.0
122,0.0,1.0,0.0
123,0.0,1.0,0.0
124,0.0,1.0,0.0
125,0.0,1.0,0.0
126,0.0,1.0,0.0
127,0.0,1.0,0.0
128,0.0,1.0,0.0
129,0.0,1.0,0.0
130,0.0,1.0,0.0
131,0.0,1.0,0.0
132,0.0,1.0,0.0
133,0.0,1.0,0.0
134,0.0,1.0,0.0
135,0.0,1.0,0.0
136,0.0,1.0,0.0
137,0.0,1.0,0.0
138,0.0,1.0,0.0
139,0.0,1.0,0.0
140,0.0,1.0,0.0
141,0.0,1.0,0.0
142,0.0,1.0,0.0
143,0.0,1.0,0.0
144,0.0,1.0,0.0
145,0.0,1.0,0.0
146,0.0,1.0,0.0
147,0.0,1.0,0.0
148,0.0,1.0,0.0
149,0.0,1.0,0.0
150,0.0,1.0,0.0
151,0.0,1.0,0.0
152,0.0,1.0,0.0
153,0.0,1.0,0.0
154,0.0,1.0,0.0
155,0.0,1.0,0.0
156,0.0,1.0,0.0
157,0.0,1.0,0.0
158,0.0,1.0,0.0
159,0.0,1.0,0.0
160,0.0,1.0,0.0
161,0.0,1.0,0.0
162,0.0,1.0,0.0
163,0.0,1.0,0.0
164,0.0,1.0,0.0
165,0.0,1.0,0.0
166,0.0,1.0,0.0
167,0.0,1.0,0.0
168,0.0,1.0,0.0
169,0.0,1.0,8.2124e-320
170,0.0,1.0,2.232588688e-314
171,0.0,1.0,5.474667991023234e-309
172,0.0,1.0,1.2056241177391473e-303
173,0.0,1.0,2.3843626970980865e-298
174,0.0,1.0,4.234871218571537e-293
175,0.0,1.0,6.754868727376083e-288
176,0.0,1.0,9.676177542185177e-283
177,0.0,1.0,1.2448081553536014e-277
178,0.0,1.0,1.4381833533846524e-272
179,0.0,1.0,1.492247866858732e-267
180,0.0,1.0,1.390542549547057e-262
181,0.0,1.0,1.1637133817381345e-257
182,0.0,1.0,8.746375634774175e-253
183,0.0,1.0,5.9038130285537035e-248
184,0.0,1.0,3.578998898803801e-243
185,0.0,1.0,1.948575644406534e-238
186,0.0,1.0,9.528006808730997e-234
187,0.0,1.0,4.1842574312929436e-229
188,0.0,1.0,1.65032267444397e-224
189,0.0,1.0,5.8459645746135995e-220
190,0.0,1.0,1.8598724898999856e-215
191,0.0,1.0,5.314382495931372e-211
192,0.0,1.0,1.3638549933494763e-206
193,0.0,1.0,3.1436383719217238e-202
194,0.0,1.0,6.5080269920236866e-198
195,0.0,1.0,1.21010213251448e-193
196,0.0,1.0,2.020944152125951e-189
197,0.0,1.0,3.0314474941189097e-185
198,0.0,1.0,4.0842588026659964e-181
199,0.0,1.0,4.9425162613398525e-177
200,0.0,1.0,5.372284158910388e-173
201,0.0,1.0,5.245059495282672e-169
202,0.0,1.0,4.599675536577114e-165
203,0.0,1.0,3.62321656585e-161
204,0.0,1.0,2.5636393337473135e-157
205,0.0,1.0,1.6293732307060303e-153
206,0.0,1.0,9.302314408191173e-150
207,0.0,1.0,4.770614551869196e-146
208,0.0,1.0,2.197743342474176e-142
209,0.0,1.0,9.095065084778041e-139
210,0.0,1.0,3.3811790947735666e-135
211,0.0,1.0,1.1292027710939899e-131
212,0.0,1.0,3.387860991984046e-128
213,0.0,1.0,9.131420135780472e-125
214,0.0,1.0,2.211160174449649e-121
215,0.0,1.0,4.810411439383209e-118
216,0.0,1.0,9.402352114776192e-115
217,0.0,1.0,1.6511878852870988e-111
218,0.0,1.0,2.605416174148568e-108
219,0.0,1.0,3.693984132834281e-105
220,0.0,1.0,4.7061845520519745e-102
221,0.0,1.0,5.387904824346309e-99
222,0.0,1.0,5.5433412566441336e-96
223,0.0,1.0,5.125672298594621e-93
224,0.0,1.0,4.259787096579013e-90
225,0.0,1.0,3.1821243076575102e-87
226,0.0,1.0,2.1368673192100237e-84
227,0.0,1.0,1.2900703834779157e-81
228,0.0,1.0,7.002852742771904e-79
229,0.0,1.0,3.4183738585832045e-76
230,0.0,1.0,1.500763610190792e-73
231,0.0,1.0,5.926899474241552e-71
232,0.0,1.0,2.10596132994873e-68
233,0.0,1.0,6.73407963915597e-66
234,0.0,1.0,1.9383100400404338e-63
235,0.0,1.0,5.0235982216174694e-61
236,0.0,1.0,1.1727448674501e-58
237,0.0,1.0,2.4669740564574354e-56
238,0.0,1.0,4.6784687341047164e-54
239,0.0,1.0,8.00319293671735e-52
240,0.0,1.0,1.235746630331609e-49
241,0.0,1.0,1.7236149142833107e-47
242,0.0,1.0,2.173669823637298e-45
243,0.0,1.0,2.4811526094843333e-43
244,0.0,1.0,2.566567286416721e-41
245,0.0,1.0,2.4092823180781954e-39
246,0.0,1.0,2.05543095977887e-37
247,0.0,1.0,1.5960950594359693e-35
248,0.0,1.0,1.1297515453980413e-33
249,0.0,1.0,7.298030082033155e-32
250,0.0,1.0,4.306128186634776e-30
251,0.0,1.0,2.3213985853215757e-28
252,0.0,1.0,1.1429675109724475e-26
253,0.0,1.0,5.134345932316721e-25
254,0.0,1.0,2.100786424198553e-23
255,0.0,1.0,7.812581972921839e-22
256,0.0,1.0,2.6342822172882626e-20
257,0.0,1.0,8.032878678858401e-19
258,0.0,1.0,2.209639823838296e-17
259,0.0,0.9999999999999994,5.469860434362421e-16
260,0.0,0.9999999999999879,1.2158819417726534e-14
261,0.0,0.9999999999997577,2.4223083155158896e-13
262,0.0,0.9999999999956823,4.31778533295167e-12
263,0.0,0.9999999999312361,6.876376323869691e-11
264,0.0,0.9999999990227824,9.7721768332096e-10
265,0.0,0.9999999876204857,1.237951424714372e-08
266,0.0,0.9999998603265278,1.3967347222925688e-07
267,0.0,0.9999985975135364,1.4024864637263022e-06
