,first_group,second_group,third_group
0,0.9996384193032253,0.00036158069677463123,0.0
1,0.9995857302477047,0.00041426975229523906,0.0
2,0.9994675281296853,0.000532471870314714,0.0
3,0.999234856153593,0.0007651438464070068,0.0
4,0.9987805710738231,0.0012194289261768625,0.0
5,0.9978813582583652,0.0021186417416348873,0.0
6,0.9961268183845533,0.0038731816154467056,0.0
7,0.9930092215230735,0.006990778476926544,0.0
8,0.9885281356064096,0.011471864393590332,0.0
9,0.9837040529266393,0.01629594707336068,0.0
10,0.9794954646139934,0.020504535386006592,0.0
11,0.9758316573199006,0.024168342680099385,0.0
12,0.9722020625521129,0.027797937447887083,0.0
13,0.9682056878523331,0.03179431214766702,0.0
14,0.9635951704469293,0.036404829553070644,0.0
15,0.9581916307803627,0.04180836921963729,0.0
16,0.9518258512397217,0.048174148760278306,0.0
17,0.9443109842696364,0.055689015730363674,0.0
18,0.9354306567930044,0.06456934320699562,0.0
19,0.9249330343189848,0.07506696568101531,0.0
20,0.9125275174283083,0.0874724825716917,0.0
21,0.8978837380512686,0.1021162619487314,0.0
22,0.8806338615271919,0.11936613847280815,0.0
23,0.8603799324519722,0.13962006754802786,0.0
24,0.8367084967880534,0.1632915032119466,0.0
25,0.8092149528103799,0.19078504718962006,0.0
26,0.7775397600143908,0.2224602399856091,0.0
27,0.7414173596079385,0.2585826403920615,0.0
28,0.7007360198713948,0.29926398012860517,0.0
29,0.6556026697306194,0.3443973302693806,0.0
30,0.6064016627678906,0.39359833723210935,0.0
31,0.5538319243320818,0.4461680756679181,0.0
32,0.49890567965350935,0.5010943203464906,0.0
33,0.44289657465140797,0.5571034253485921,0.0
34,0.3872362914744289,0.6127637085255712,0.0
35,0.3333740066856835,0.6666259933143166,0.0
36,0.28262618291158575,0.7173738170884142,0.0
37,0.23604877314066644,0.7639512268593336,0.0
38,0.19435722688568965,0.8056427731143103,0.0
39,0.15790476249315755,0.8420952375068425,0.0
40,0.12671310421053328,0.8732868957894667,0.0
41,0.10053871128961908,0.899461288710381,0.0
42,0.07895415045284157,0.9210458495471584,0.0
43,0.06142738664090188,0.9385726133590981,0.0
44,0.04738808104515232,0.9526119189548478,0.0
45,0.036276384366185445,0.9637236156338146,0.0
46,0.027574433342340294,0.9724255666576596,0.0
47,0.02082338173164667,0.9791766182683532,0.0
48,0.015629708904509765,0.9843702910954902,0.0
49,0.011664390761293981,0.988335609238706,0.0
50,0.008657855940143028,0.9913421440598569,0.0
51,0.006392864095670793,0.9936071359043293,0.0
52,0.004696732879758002,0.995303267120242,0.0
53,0.0034337824819150233,0.9965662175180849,0.0
54,0.0024984677343155674,0.9975015322656844,0.0
55,0.001809403369715567,0.9981905966302845,0.0
56,0.0013043250759707957,0.9986956749240292,0.0
57,0.000935936914766687,0.9990640630852333,0.0
58,0.0006685501040330374,0.999331449895967,0.0
59,0.0004754013801781003,0.9995245986198219,0.0
60,0.00033653904859973156,0.9996634609514002,0.0
61,0.00023717353298659952,0.9997628264670134,0.0
62,0.00016640187014414627,0.9998335981298558,0.0
63,0.00011622929627051104,0.9998837707037296,0.0
64,8.082425169192399e-05,0.9999191757483081,0.0
65,5.595501303570422e-05,0.9999440449869643,0.0
66,3.8566440564502716e-05,0.9999614335594355,0.0
67,2.6463970337892326e-05,0.9999735360296621,0.0
68,1.807909493404519e-05,0.9999819209050659,0.0
69,1.229633702629729e-05,0.9999877036629737,0.0
70,8.32632224208e-06,0.9999916736777579,0.0
71,5.613192531491752e-06,0.9999943868074685,0.0
72,3.7674433514525366e-06,0.9999962325566485,0.0
73,2.5174701572245714e-06,0.9999974825298428,0.0
74,1.6748018548762812e-06,0.9999983251981451,0.0
75,1.109288974853132e-06,0.9999988907110251,0.0
76,7.314906062718876e-07,0.9999992685093938,0.0
77,4.802376600564601e-07,0.9999995197623399,0.0
78,3.1389736702733354e-07,0.999999686102633,0.0
79,2.042695856828729e-07,0.9999997957304143,0.0
80,1.323441918297908e-07,0.9999998676558082,0.0
81,8.536734268124972e-08,0.9999999146326572,0.0
82,5.482326336097908e-08,0.9999999451767366,0.0
83,3.5052966995280824e-08,0.9999999649470329,0.0
84,2.231372066118298e-08,0.9999999776862792,0.0
85,1.4141876059646275e-08,0.9999999858581239,0.0
86,8.923400788940863e-09,0.9999999910765993,0.0
